Unnamed: 0,Region,Country,Year,Gender,Completion Rate for Primary Edu,Childhood Education GER,"Gross enrolment ratio, early childhood educational development programmes,","Gross intake ratio to the last grade of primary education,",Literacy rate for 25-64 years old,Expenditure on education as a percentage of total government expenditure (%),Government expenditure on education as a percentage of GDP (%)
2421,SDG: Northern Africa and Western Asia,Algeria,2013,female,94.8,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,105.86,73.7825,17.65,7.29
2422,SDG: Northern Africa and Western Asia,Algeria,2013,male,93.71,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,106.2,73.7825,17.65,7.29
2423,SDG: Northern Africa and Western Asia,Algeria,2014,female,94.7,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,108.91,73.7825,16.47,7.32
2424,SDG: Northern Africa and Western Asia,Algeria,2014,male,93.0,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,107.9,73.7825,16.47,7.32
2425,SDG: Northern Africa and Western Asia,Algeria,2015,female,95.0,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,105.49,73.7825,15.2,7.96
2426,SDG: Northern Africa and Western Asia,Algeria,2015,male,93.1,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,105.6,73.7825,15.2,7.96
2427,SDG: Northern Africa and Western Asia,Algeria,2016,female,95.4,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,105.56,73.7825,16.11,7.34
2428,SDG: Northern Africa and Western Asia,Algeria,2016,male,93.3,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,105.62,73.7825,16.11,7.34
2429,SDG: Northern Africa and Western Asia,Algeria,2017,female,95.8,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,105.75,73.7825,17.56,6.4
2430,SDG: Northern Africa and Western Asia,Algeria,2017,male,93.4,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,105.53,73.7825,17.56,6.4
2431,SDG: Northern Africa and Western Asia,Algeria,2018,female,96.2,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,105.63,76.4,14.95,6.32
2432,SDG: Northern Africa and Western Asia,Algeria,2018,male,93.6,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,104.68,89.38,14.95,6.32
2433,SDG: Northern Africa and Western Asia,Algeria,2019,female,97.35,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,101.58,73.7825,14.46,6.04
2434,SDG: Northern Africa and Western Asia,Algeria,2019,male,95.37,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,101.16,73.7825,14.46,6.04
2435,SDG: Northern Africa and Western Asia,Algeria,2020,female,96.9,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,103.34,73.7825,16.55,7.04
2436,SDG: Northern Africa and Western Asia,Algeria,2020,male,94.0,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,103.97,73.7825,16.55,7.04
2441,SDG: Northern Africa and Western Asia,Armenia,2012,female,99.9,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,95.66,73.7825,15.022455621301775,2.77
2442,SDG: Northern Africa and Western Asia,Armenia,2012,male,99.7,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,92.3,73.7825,15.022455621301775,2.77
2443,SDG: Northern Africa and Western Asia,Armenia,2013,female,99.9,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,8.75,2.65
2444,SDG: Northern Africa and Western Asia,Armenia,2013,male,99.7,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,8.75,2.65
2445,SDG: Northern Africa and Western Asia,Armenia,2014,female,99.9,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,96.52,73.7825,15.022455621301775,2.25
2446,SDG: Northern Africa and Western Asia,Armenia,2014,male,99.7,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,96.77,73.7825,15.022455621301775,2.25
2447,SDG: Northern Africa and Western Asia,Armenia,2015,female,99.9,37.76,0.0,95.76,73.7825,15.022455621301775,2.81
2448,SDG: Northern Africa and Western Asia,Armenia,2015,male,99.7,35.28,0.0,93.58,73.7825,15.022455621301775,2.81
2449,SDG: Northern Africa and Western Asia,Armenia,2016,female,99.11,36.45,0.0,91.67,99.88,15.022455621301775,2.76
2450,SDG: Northern Africa and Western Asia,Armenia,2016,male,99.39,33.22,0.0,89.96,99.85,15.022455621301775,2.76
2451,SDG: Northern Africa and Western Asia,Armenia,2017,female,99.9,39.17,0.0,92.54,99.87,8.89,2.71
2452,SDG: Northern Africa and Western Asia,Armenia,2017,male,99.8,35.49,0.0,91.51,99.85,8.89,2.71
2453,SDG: Northern Africa and Western Asia,Armenia,2018,female,99.53,39.66,0.0,89.52,73.7825,8.99,2.26
2454,SDG: Northern Africa and Western Asia,Armenia,2018,male,99.72,36.58,0.0,90.19,73.7825,8.99,2.26
2455,SDG: Northern Africa and Western Asia,Armenia,2019,female,99.9,40.23,0.0,93.0,73.7825,10.01,2.57
2456,SDG: Northern Africa and Western Asia,Armenia,2019,male,99.8,38.55,0.0,93.26,73.7825,10.01,2.57
2457,SDG: Northern Africa and Western Asia,Armenia,2020,female,99.9,46.76,0.0,94.09,99.9,9.57,2.71
2458,SDG: Northern Africa and Western Asia,Armenia,2020,male,99.8,46.37,0.0,92.35,99.88,9.57,2.71
2537,SDG: Northern Africa and Western Asia,Georgia,2012,female,99.2,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,101.56,73.7825,9.82,1.91
2538,SDG: Northern Africa and Western Asia,Georgia,2012,male,99.3,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,101.33,73.7825,9.82,1.91
2539,SDG: Northern Africa and Western Asia,Georgia,2013,female,99.33,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,104.36,73.7825,12.01,3.47
2540,SDG: Northern Africa and Western Asia,Georgia,2013,male,99.32,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,104.17,73.7825,12.01,3.47
2541,SDG: Northern Africa and Western Asia,Georgia,2014,female,99.3,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,103.59,99.68,12.51,3.82
2542,SDG: Northern Africa and Western Asia,Georgia,2014,male,99.4,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,103.43,99.7,12.51,3.82
2543,SDG: Northern Africa and Western Asia,Georgia,2015,female,99.4,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,102.85,73.7825,14.11,3.16
2544,SDG: Northern Africa and Western Asia,Georgia,2015,male,99.4,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,103.02,73.7825,14.11,3.16
2545,SDG: Northern Africa and Western Asia,Georgia,2016,female,100.0,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,114.76,73.7825,15.01,3.59
2546,SDG: Northern Africa and Western Asia,Georgia,2016,male,100.0,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,116.03,73.7825,15.01,3.59
2547,SDG: Northern Africa and Western Asia,Georgia,2017,female,99.4,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,113.99,99.57,15.11,3.57
2548,SDG: Northern Africa and Western Asia,Georgia,2017,male,99.5,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,113.45,99.42,15.11,3.57
2549,SDG: Northern Africa and Western Asia,Georgia,2018,female,99.91,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,96.34,73.7825,14.27,3.52
2550,SDG: Northern Africa and Western Asia,Georgia,2018,male,99.9,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,94.77,73.7825,14.27,3.52
2551,SDG: Northern Africa and Western Asia,Georgia,2019,female,99.5,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,94.1,73.7825,14.14,3.87
2552,SDG: Northern Africa and Western Asia,Georgia,2019,male,99.5,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,91.69,73.7825,14.14,3.87
2553,SDG: Northern Africa and Western Asia,Georgia,2020,female,99.5,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,93.1,73.7825,12.07,3.85
2554,SDG: Northern Africa and Western Asia,Georgia,2020,male,99.5,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,93.91,73.7825,12.07,3.85
2559,SDG: Northern Africa and Western Asia,Iraq,2012,female,64.8,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,15.022455621301775,4.163665730337078
2560,SDG: Northern Africa and Western Asia,Iraq,2012,male,67.3,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,15.022455621301775,4.163665730337078
2561,SDG: Northern Africa and Western Asia,Iraq,2013,female,66.6,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,15.022455621301775,4.163665730337078
2562,SDG: Northern Africa and Western Asia,Iraq,2013,male,68.8,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,15.022455621301775,4.163665730337078
2563,SDG: Northern Africa and Western Asia,Iraq,2014,female,68.3,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,15.022455621301775,4.163665730337078
2564,SDG: Northern Africa and Western Asia,Iraq,2014,male,70.4,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,15.022455621301775,4.163665730337078
2565,SDG: Northern Africa and Western Asia,Iraq,2015,female,69.8,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,15.022455621301775,4.163665730337078
2566,SDG: Northern Africa and Western Asia,Iraq,2015,male,72.0,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,15.022455621301775,4.163665730337078
2567,SDG: Northern Africa and Western Asia,Iraq,2016,female,71.2,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,15.022455621301775,4.163665730337078
2568,SDG: Northern Africa and Western Asia,Iraq,2016,male,73.4,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,15.022455621301775,4.163665730337078
2569,SDG: Northern Africa and Western Asia,Iraq,2017,female,72.5,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,15.022455621301775,4.163665730337078
2570,SDG: Northern Africa and Western Asia,Iraq,2017,male,74.6,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,15.022455621301775,4.163665730337078
2571,SDG: Northern Africa and Western Asia,Iraq,2018,female,73.2,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,15.022455621301775,4.163665730337078
2572,SDG: Northern Africa and Western Asia,Iraq,2018,male,77.94,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,15.022455621301775,4.163665730337078
2573,SDG: Northern Africa and Western Asia,Iraq,2019,female,74.5,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,15.022455621301775,4.163665730337078
2574,SDG: Northern Africa and Western Asia,Iraq,2019,male,76.3,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,15.022455621301775,4.163665730337078
2575,SDG: Northern Africa and Western Asia,Iraq,2020,female,75.2,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,15.022455621301775,4.163665730337078
2576,SDG: Northern Africa and Western Asia,Iraq,2020,male,77.0,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2344    69.80
2345    71.54
2346    71.88
2347    72.63
2348    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1698, dtype: float64>",0.0,88.92935483870968,73.7825,15.022455621301775,4.163665730337078
2595,SDG: Northern Africa and Western Asia,Jordan,2012,female,98.25,26.55,0.0,88.92935483870968,97.81,15.022455621301775,4.163665730337078
2596,SDG: Northern Africa and Western Asia,Jordan,2012,male,97.06,28.13,0.0,88.92935483870968,98.39,15.022455621301775,4.163665730337078
2597,SDG: Northern Africa and Western Asia,Jordan,2013,female,98.67,25.62,0.0,72.91,73.7825,15.022455621301775,4.163665730337078
2598,SDG: Northern Africa and Western Asia,Jordan,2013,male,97.14,27.19,0.0,74.73,73.7825,15.022455621301775,4.163665730337078
2599,SDG: Northern Africa and Western Asia,Jordan,2014,female,98.6,26.26,0.0,74.53,73.7825,15.022455621301775,4.163665730337078
2600,SDG: Northern Africa and Western Asia,Jordan,2014,male,97.6,27.14,0.0,75.79,73.7825,15.022455621301775,4.163665730337078
2601,SDG: Northern Africa and Western Asia,Jordan,2015,female,98.7,25.25,0.0,88.92935483870968,73.7825,15.022455621301775,4.163665730337078
2602,SDG: Northern Africa and Western Asia,Jordan,2015,male,97.5,26.52,0.0,88.92935483870968,73.7825,15.022455621301775,4.163665730337078
2603,SDG: Northern Africa and Western Asia,Jordan,2016,female,98.8,24.08,0.0,72.09,73.7825,12.15,3.45
2604,SDG: Northern Africa and Western Asia,Jordan,2016,male,97.4,25.37,0.0,72.04,73.7825,12.15,3.45
2605,SDG: Northern Africa and Western Asia,Jordan,2017,female,97.13,25.79,0.0,71.07,73.7825,11.2,3.21
2606,SDG: Northern Africa and Western Asia,Jordan,2017,male,96.1,25.99,0.0,71.6,73.7825,11.2,3.21
2607,SDG: Northern Africa and Western Asia,Jordan,2018,female,97.09,27.03,0.0,72.24,73.7825,9.83,2.95
2608,SDG: Northern Africa and Western Asia,Jordan,2018,male,96.15,27.24,0.0,73.16,73.7825,9.83,2.95
2609,SDG: Northern Africa and Western Asia,Jordan,2019,female,99.0,28.71,0.0,81.53,73.7825,9.86,2.96
2610,SDG: Northern Africa and Western Asia,Jordan,2019,male,97.3,28.91,0.0,81.81,73.7825,9.86,2.96
2611,SDG: Northern Africa and Western Asia,Jordan,2020,female,99.1,31.47,0.0,81.45,73.7825,15.022455621301775,4.163665730337078
2612,SDG: Northern Africa and Western Asia,Jordan,2020,male,97.4,31.62,0.0,81.75,73.7825,15.022455621301775,4.163665730337078
2759,SDG: Northern Africa and Western Asia,Sudan,2012,female,67.0,37.05,0.0,53.41,73.7825,15.022455621301775,4.163665730337078
2760,SDG: Northern Africa and Western Asia,Sudan,2012,male,68.1,39.31,0.0,61.59,73.7825,15.022455621301775,4.163665730337078
2761,SDG: Northern Africa and Western Asia,Sudan,2013,female,67.9,49.12,0.0,55.35,73.7825,15.022455621301775,4.163665730337078
2762,SDG: Northern Africa and Western Asia,Sudan,2013,male,68.7,36.6,0.0,60.77,73.7825,15.022455621301775,4.163665730337078
2763,SDG: Northern Africa and Western Asia,Sudan,2014,female,64.44,44.81,0.0,55.07,73.7825,15.022455621301775,4.163665730337078
2764,SDG: Northern Africa and Western Asia,Sudan,2014,male,66.45,41.63,0.0,61.35,73.7825,15.022455621301775,4.163665730337078
2765,SDG: Northern Africa and Western Asia,Sudan,2015,female,69.8,44.53,0.0,56.24,73.7825,15.022455621301775,4.163665730337078
2766,SDG: Northern Africa and Western Asia,Sudan,2015,male,69.9,45.0,0.0,62.17,73.7825,15.022455621301775,4.163665730337078
2767,SDG: Northern Africa and Western Asia,Sudan,2016,female,70.7,46.18,0.0,57.78,73.7825,15.022455621301775,4.163665730337078
2768,SDG: Northern Africa and Western Asia,Sudan,2016,male,70.6,44.03,0.0,61.84,73.7825,15.022455621301775,4.163665730337078
