Unnamed: 0,Region,Country,Year,Gender,Completion Rate for lower secondary Edu,Childhood Education GER,"Gross enrolment ratio, early childhood educational development programmes","Gross intake ratio to the last grade of lower secondary general education,",Literacy rate for 25-64 years old,Expenditure on education as a percentage of total government expenditure (%),Government expenditure on education as a percentage of GDP (%)
2433,SDG: Northern Africa and Western Asia,Algeria,2018,male,56.3,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,74.26,89.38,14.95,6.32
2434,SDG: Northern Africa and Western Asia,Algeria,2019,female,82.83,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,92.43,68.735,14.46,6.04
2435,SDG: Northern Africa and Western Asia,Algeria,2019,male,66.13,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,73.78,68.735,14.46,6.04
2436,SDG: Northern Africa and Western Asia,Algeria,2020,female,78.5,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,16.55,7.04
2437,SDG: Northern Africa and Western Asia,Algeria,2020,male,58.4,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,16.55,7.04
2442,SDG: Northern Africa and Western Asia,Armenia,2012,female,98.1,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,14.96826379542396,2.77
2443,SDG: Northern Africa and Western Asia,Armenia,2012,male,97.6,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,14.96826379542396,2.77
2444,SDG: Northern Africa and Western Asia,Armenia,2013,female,98.2,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,8.75,2.65
2445,SDG: Northern Africa and Western Asia,Armenia,2013,male,97.7,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,8.75,2.65
2446,SDG: Northern Africa and Western Asia,Armenia,2014,female,98.3,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,14.96826379542396,2.25
2447,SDG: Northern Africa and Western Asia,Armenia,2014,male,97.8,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,14.96826379542396,2.25
2448,SDG: Northern Africa and Western Asia,Armenia,2015,female,98.4,37.76,0.0,72.63083822296731,68.735,14.96826379542396,2.81
2449,SDG: Northern Africa and Western Asia,Armenia,2015,male,97.8,35.28,0.0,72.63083822296731,68.735,14.96826379542396,2.81
2450,SDG: Northern Africa and Western Asia,Armenia,2016,female,99.15,36.45,0.0,89.87,99.88,14.96826379542396,2.76
2451,SDG: Northern Africa and Western Asia,Armenia,2016,male,94.66,33.22,0.0,85.51,99.85,14.96826379542396,2.76
2452,SDG: Northern Africa and Western Asia,Armenia,2017,female,98.7,39.17,0.0,90.72,99.87,8.89,2.71
2453,SDG: Northern Africa and Western Asia,Armenia,2017,male,98.0,35.49,0.0,87.59,99.85,8.89,2.71
2454,SDG: Northern Africa and Western Asia,Armenia,2018,female,96.72,39.66,0.0,94.34,68.735,8.99,2.26
2455,SDG: Northern Africa and Western Asia,Armenia,2018,male,98.51,36.58,0.0,92.39,68.735,8.99,2.26
2456,SDG: Northern Africa and Western Asia,Armenia,2019,female,98.7,40.23,0.0,92.87,68.735,10.01,2.57
2457,SDG: Northern Africa and Western Asia,Armenia,2019,male,98.1,38.55,0.0,91.62,68.735,10.01,2.57
2458,SDG: Northern Africa and Western Asia,Armenia,2020,female,98.8,46.76,0.0,91.85,99.9,9.57,2.71
2459,SDG: Northern Africa and Western Asia,Armenia,2020,male,98.1,46.37,0.0,88.59,99.88,9.57,2.71
2538,SDG: Northern Africa and Western Asia,Georgia,2012,female,98.7,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,103.29,68.735,9.82,1.91
2539,SDG: Northern Africa and Western Asia,Georgia,2012,male,97.5,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,103.53,68.735,9.82,1.91
2540,SDG: Northern Africa and Western Asia,Georgia,2013,female,98.66,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,105.59,68.735,12.01,3.47
2541,SDG: Northern Africa and Western Asia,Georgia,2013,male,98.65,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,104.48,68.735,12.01,3.47
2542,SDG: Northern Africa and Western Asia,Georgia,2014,female,98.8,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,98.09,99.68,12.51,3.82
2543,SDG: Northern Africa and Western Asia,Georgia,2014,male,97.7,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,97.92,99.7,12.51,3.82
2544,SDG: Northern Africa and Western Asia,Georgia,2015,female,98.8,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,102.26,68.735,14.11,3.16
2545,SDG: Northern Africa and Western Asia,Georgia,2015,male,97.8,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,101.35,68.735,14.11,3.16
2546,SDG: Northern Africa and Western Asia,Georgia,2016,female,100.0,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,104.13,68.735,15.01,3.59
2547,SDG: Northern Africa and Western Asia,Georgia,2016,male,100.0,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,102.72,68.735,15.01,3.59
2548,SDG: Northern Africa and Western Asia,Georgia,2017,female,98.9,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,104.27,99.57,15.11,3.57
2549,SDG: Northern Africa and Western Asia,Georgia,2017,male,98.0,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,102.5,99.42,15.11,3.57
2550,SDG: Northern Africa and Western Asia,Georgia,2018,female,97.78,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,102.16,68.735,14.27,3.52
2551,SDG: Northern Africa and Western Asia,Georgia,2018,male,97.65,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,101.5,68.735,14.27,3.52
2552,SDG: Northern Africa and Western Asia,Georgia,2019,female,99.0,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,113.87,68.735,14.14,3.87
2553,SDG: Northern Africa and Western Asia,Georgia,2019,male,98.1,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,113.86,68.735,14.14,3.87
2554,SDG: Northern Africa and Western Asia,Georgia,2020,female,99.1,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,112.72,68.735,12.07,3.85
2555,SDG: Northern Africa and Western Asia,Georgia,2020,male,98.2,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,111.29,68.735,12.07,3.85
2560,SDG: Northern Africa and Western Asia,Iraq,2012,female,35.5,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,14.96826379542396,4.1106463878327
2561,SDG: Northern Africa and Western Asia,Iraq,2012,male,33.9,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,14.96826379542396,4.1106463878327
2562,SDG: Northern Africa and Western Asia,Iraq,2013,female,37.5,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,14.96826379542396,4.1106463878327
2563,SDG: Northern Africa and Western Asia,Iraq,2013,male,35.2,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,14.96826379542396,4.1106463878327
2564,SDG: Northern Africa and Western Asia,Iraq,2014,female,39.8,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,14.96826379542396,4.1106463878327
2565,SDG: Northern Africa and Western Asia,Iraq,2014,male,37.2,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,14.96826379542396,4.1106463878327
2566,SDG: Northern Africa and Western Asia,Iraq,2015,female,41.8,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,14.96826379542396,4.1106463878327
2567,SDG: Northern Africa and Western Asia,Iraq,2015,male,39.3,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,14.96826379542396,4.1106463878327
2568,SDG: Northern Africa and Western Asia,Iraq,2016,female,43.5,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,14.96826379542396,4.1106463878327
2569,SDG: Northern Africa and Western Asia,Iraq,2016,male,41.3,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,14.96826379542396,4.1106463878327
2570,SDG: Northern Africa and Western Asia,Iraq,2017,female,44.9,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,14.96826379542396,4.1106463878327
2571,SDG: Northern Africa and Western Asia,Iraq,2017,male,42.9,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,14.96826379542396,4.1106463878327
2572,SDG: Northern Africa and Western Asia,Iraq,2018,female,46.62,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,14.96826379542396,4.1106463878327
2573,SDG: Northern Africa and Western Asia,Iraq,2018,male,46.25,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,14.96826379542396,4.1106463878327
2574,SDG: Northern Africa and Western Asia,Iraq,2019,female,47.2,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,14.96826379542396,4.1106463878327
2575,SDG: Northern Africa and Western Asia,Iraq,2019,male,45.0,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,14.96826379542396,4.1106463878327
2576,SDG: Northern Africa and Western Asia,Iraq,2020,female,48.1,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,14.96826379542396,4.1106463878327
2577,SDG: Northern Africa and Western Asia,Iraq,2020,male,45.6,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,68.735,14.96826379542396,4.1106463878327
2596,SDG: Northern Africa and Western Asia,Jordan,2012,female,91.63,26.55,0.0,77.35,97.81,14.96826379542396,4.1106463878327
2597,SDG: Northern Africa and Western Asia,Jordan,2012,male,86.09,28.13,0.0,76.28,98.39,14.96826379542396,4.1106463878327
2598,SDG: Northern Africa and Western Asia,Jordan,2013,female,95.02,25.62,0.0,70.33,68.735,14.96826379542396,4.1106463878327
2599,SDG: Northern Africa and Western Asia,Jordan,2013,male,90.99,27.19,0.0,70.49,68.735,14.96826379542396,4.1106463878327
2600,SDG: Northern Africa and Western Asia,Jordan,2014,female,91.8,26.26,0.0,69.06,68.735,14.96826379542396,4.1106463878327
2601,SDG: Northern Africa and Western Asia,Jordan,2014,male,89.5,27.14,0.0,68.0,68.735,14.96826379542396,4.1106463878327
2602,SDG: Northern Africa and Western Asia,Jordan,2015,female,92.0,25.25,0.0,72.63083822296731,68.735,14.96826379542396,4.1106463878327
2603,SDG: Northern Africa and Western Asia,Jordan,2015,male,89.6,26.52,0.0,72.63083822296731,68.735,14.96826379542396,4.1106463878327
2604,SDG: Northern Africa and Western Asia,Jordan,2016,female,92.1,24.08,0.0,72.63083822296731,68.735,12.15,3.45
2605,SDG: Northern Africa and Western Asia,Jordan,2016,male,89.6,25.37,0.0,72.63083822296731,68.735,12.15,3.45
2606,SDG: Northern Africa and Western Asia,Jordan,2017,female,87.7,25.79,0.0,59.34,68.735,11.2,3.21
2607,SDG: Northern Africa and Western Asia,Jordan,2017,male,86.28,25.99,0.0,58.15,68.735,11.2,3.21
2608,SDG: Northern Africa and Western Asia,Jordan,2018,female,88.1,27.03,0.0,59.17,68.735,9.83,2.95
2609,SDG: Northern Africa and Western Asia,Jordan,2018,male,86.05,27.24,0.0,58.89,68.735,9.83,2.95
2610,SDG: Northern Africa and Western Asia,Jordan,2019,female,92.8,28.71,0.0,65.54,68.735,9.86,2.96
2611,SDG: Northern Africa and Western Asia,Jordan,2019,male,89.9,28.91,0.0,63.13,68.735,9.86,2.96
2612,SDG: Northern Africa and Western Asia,Jordan,2020,female,93.1,31.47,0.0,66.99,68.735,14.96826379542396,4.1106463878327
2613,SDG: Northern Africa and Western Asia,Jordan,2020,male,90.2,31.62,0.0,65.73,68.735,14.96826379542396,4.1106463878327
2758,SDG: Northern Africa and Western Asia,Sudan,2012,female,41.6,37.05,0.0,72.63083822296731,68.735,14.96826379542396,4.1106463878327
2759,SDG: Northern Africa and Western Asia,Sudan,2012,male,44.1,39.31,0.0,72.63083822296731,68.735,14.96826379542396,4.1106463878327
2760,SDG: Northern Africa and Western Asia,Sudan,2013,female,41.4,49.12,0.0,48.34,68.735,14.96826379542396,4.1106463878327
2761,SDG: Northern Africa and Western Asia,Sudan,2013,male,43.9,36.6,0.0,54.2,68.735,14.96826379542396,4.1106463878327
2762,SDG: Northern Africa and Western Asia,Sudan,2014,female,51.82,44.81,0.0,47.82,68.735,14.96826379542396,4.1106463878327
2763,SDG: Northern Africa and Western Asia,Sudan,2014,male,50.56,41.63,0.0,53.05,68.735,14.96826379542396,4.1106463878327
2764,SDG: Northern Africa and Western Asia,Sudan,2015,female,42.0,44.53,0.0,48.98,68.735,14.96826379542396,4.1106463878327
2765,SDG: Northern Africa and Western Asia,Sudan,2015,male,44.3,45.0,0.0,52.78,68.735,14.96826379542396,4.1106463878327
2766,SDG: Northern Africa and Western Asia,Sudan,2016,female,42.5,46.18,0.0,48.76,68.735,14.96826379542396,4.1106463878327
2767,SDG: Northern Africa and Western Asia,Sudan,2016,male,44.6,44.03,0.0,50.71,68.735,14.96826379542396,4.1106463878327
2768,SDG: Northern Africa and Western Asia,Sudan,2017,female,43.4,47.1,0.0,72.63083822296731,68.735,14.96826379542396,4.1106463878327
2769,SDG: Northern Africa and Western Asia,Sudan,2017,male,45.1,46.17,0.0,72.63083822296731,68.735,14.96826379542396,4.1106463878327
2770,SDG: Northern Africa and Western Asia,Sudan,2018,female,44.2,47.43,0.0,50.38,50.6,14.96826379542396,4.1106463878327
2771,SDG: Northern Africa and Western Asia,Sudan,2018,male,45.5,47.37,0.0,51.23,63.4,14.96826379542396,4.1106463878327
2772,SDG: Northern Africa and Western Asia,Sudan,2019,female,44.8,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,72.63083822296731,68.735,14.96826379542396,4.1106463878327
2773,SDG: Northern Africa and Western Asia,Sudan,2019,male,46.1,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",5.868055555555555,72.63083822296731,68.735,14.96826379542396,4.1106463878327
2788,SDG: Northern Africa and Western Asia,Tunisia,2012,female,73.58,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,72.03,20.99,5.95
2789,SDG: Northern Africa and Western Asia,Tunisia,2012,male,64.84,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,72.63083822296731,91.42,20.99,5.95
2790,SDG: Northern Africa and Western Asia,Tunisia,2013,female,82.9,43.19,0.0,79.18,68.735,14.96826379542396,4.1106463878327
2791,SDG: Northern Africa and Western Asia,Tunisia,2013,male,76.5,39.56,0.0,61.56,68.735,14.96826379542396,4.1106463878327
2792,SDG: Northern Africa and Western Asia,Tunisia,2014,female,84.6,43.75,0.0,80.62,73.81,14.96826379542396,4.1106463878327
2793,SDG: Northern Africa and Western Asia,Tunisia,2014,male,78.1,41.95,0.0,63.91,88.27,14.96826379542396,4.1106463878327
2794,SDG: Northern Africa and Western Asia,Tunisia,2015,female,86.2,44.23,0.0,79.19,68.735,22.67,6.22
2795,SDG: Northern Africa and Western Asia,Tunisia,2015,male,79.6,43.22,0.0,63.01,68.735,22.67,6.22
2796,SDG: Northern Africa and Western Asia,Tunisia,2016,female,87.8,45.02,0.0,72.63083822296731,68.735,14.96826379542396,4.1106463878327
2797,SDG: Northern Africa and Western Asia,Tunisia,2016,male,80.9,44.23,0.0,72.63083822296731,68.735,14.96826379542396,4.1106463878327
2798,SDG: Northern Africa and Western Asia,Tunisia,2017,female,89.2,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,83.17,68.735,14.96826379542396,4.1106463878327
2799,SDG: Northern Africa and Western Asia,Tunisia,2017,male,82.1,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0         NaN
1         NaN
2         NaN
3         NaN
4       36.65
        ...  
2601    69.80
2602    71.54
2603    71.88
2604    72.63
2605    72.42
Name: Gross enrolment ratio, early childhood education,, Length: 1872, dtype: float64>",0.0,64.22,68.735,14.96826379542396,4.1106463878327
